date,pm10,pm25,co,no2,so2,o3,aqi
2024-07-05,30.825,13.745833333333332,164.79166666666666,7.091666666666666,12.154166666666667,52.0,31.708333333333332
2024-07-06,29.320833333333336,14.5875,157.25,7.125,12.65,56.166666666666664,30.166666666666668
2024-07-07,34.55416666666667,21.537499999999998,242.83333333333334,13.920833333333334,20.333333333333332,58.916666666666664,34.833333333333336
2024-07-08,31.666666666666668,21.666666666666668,248.54166666666666,14.216666666666667,24.295833333333334,57.458333333333336,47.375
2024-07-09,22.508333333333336,15.766666666666666,231.04166666666666,12.950000000000001,22.270833333333332,50.25,40.708333333333336
2024-07-10,22.337500000000002,15.629166666666668,203.0,9.520833333333334,19.183333333333334,68.16666666666667,32.041666666666664
2024-07-11,36.57083333333333,22.108333333333334,217.95833333333334,9.625,15.950000000000001,60.5,41.708333333333336
2024-07-12,24.854166666666668,14.799999999999999,176.08333333333334,8.741666666666667,16.879166666666666,52.625,37.5
2024-07-13,16.291666666666668,10.408333333333333,166.54166666666666,7.5375000000000005,12.616666666666667,43.0,24.458333333333332
2024-07-14,34.24166666666667,22.3,258.5,13.295833333333334,19.216666666666665,48.416666666666664,32.166666666666664
2024-07-15,38.354166666666664,26.041666666666668,253.66666666666666,14.7125,24.666666666666668,61.333333333333336,55.458333333333336
2024-07-16,39.37083333333333,27.5625,288.7916666666667,15.016666666666666,31.183333333333334,60.708333333333336,62.875
2024-07-17,35.2125,24.71666666666667,267.1666666666667,12.420833333333334,27.0,67.33333333333333,60.708333333333336
2024-07-18,25.308333333333334,17.654166666666665,205.83333333333334,8.799999999999999,14.654166666666667,59.083333333333336,43.666666666666664
2024-07-19,29.175,20.504166666666666,203.5,9.883333333333333,16.254166666666666,50.333333333333336,41.166666666666664
2024-07-20,18.016666666666666,12.8375,180.5,7.329166666666667,11.225,62.083333333333336,33.875
2024-07-21,7.9750000000000005,5.679166666666667,183.5,7.095833333333334,10.075000000000001,52.041666666666664,21.75
2024-07-22,8.674999999999999,6.6125,167.5,6.266666666666667,9.387500000000001,55.666666666666664,22.291666666666668
2024-07-23,9.275,6.508333333333333,170.08333333333334,7.754166666666666,11.4125,46.375,18.583333333333332
2024-07-24,9.299999999999999,6.929166666666667,168.875,7.0249999999999995,10.166666666666666,54.041666666666664,21.583333333333332
2024-07-25,19.741666666666667,13.533333333333333,171.625,6.7625,12.041666666666666,59.625,24.875
2024-07-26,18.704166666666666,11.604166666666666,158.58333333333334,6.041666666666667,9.008333333333333,50.291666666666664,27.458333333333332
2024-07-27,19.654166666666665,11.366666666666667,155.45833333333334,5.875,8.1625,49.375,21.541666666666668
2024-07-28,14.625,10.279166666666667,189.66666666666666,7.920833333333333,11.0875,49.125,23.208333333333332
2024-07-29,21.120833333333334,13.816666666666668,218.70833333333334,8.7125,14.241666666666667,58.083333333333336,27.416666666666668
2024-07-30,40.40416666666667,22.645833333333332,216.04166666666666,9.416666666666666,16.254166666666666,61.083333333333336,39.041666666666664
2024-07-31,42.25,21.829166666666666,203.5,9.458333333333334,14.229166666666666,52.541666666666664,47.125
2024-08-01,18.825,11.904166666666667,186.25,8.383333333333333,10.020833333333334,36.333333333333336,38.416666666666664
2024-08-02,14.0375,9.183333333333334,178.70833333333334,8.433333333333334,9.924999999999999,34.625,21.083333333333332
2024-08-03,12.112499999999999,8.320833333333333,168.91666666666666,8.329166666666667,12.370833333333332,39.041666666666664,17.916666666666668
2024-08-04,9.058333333333334,6.1499999999999995,168.375,7.204166666666667,10.891666666666666,40.583333333333336,17.375
2024-08-05,27.541666666666668,16.479166666666668,198.16666666666666,8.908333333333333,13.141666666666666,46.083333333333336,22.416666666666668
2024-08-06,46.6625,18.866666666666667,183.91666666666666,8.3125,12.9125,51.5,44.833333333333336
2024-08-07,23.766666666666666,13.970833333333333,194.25,9.129166666666666,11.075000000000001,43.583333333333336,38.291666666666664
2024-08-08,17.979166666666668,12.054166666666667,199.125,7.5874999999999995,9.304166666666667,42.416666666666664,26.458333333333332
2024-08-09,28.1375,16.391666666666666,220.04166666666666,9.395833333333334,13.054166666666667,46.541666666666664,28.125
2024-08-10,19.808333333333334,13.020833333333334,198.91666666666666,8.095833333333333,14.141666666666666,48.708333333333336,31.0
2024-08-11,18.179166666666667,11.379166666666668,198.33333333333334,8.983333333333333,12.754166666666668,43.916666666666664,23.333333333333332
2024-08-12,28.941666666666666,16.954166666666666,243.20833333333334,11.85,15.629166666666668,45.208333333333336,29.125
2024-08-13,37.137499999999996,23.775000000000002,386.0,21.870833333333334,20.541666666666668,39.75,36.333333333333336
2024-08-14,41.045833333333334,24.6375,287.25,15.404166666666667,21.195833333333333,43.708333333333336,61.333333333333336
2024-08-15,39.87083333333333,27.1125,291.25,13.487499999999999,19.170833333333334,49.916666666666664,59.666666666666664
2024-08-16,41.00416666666667,25.90833333333333,283.25,13.704166666666667,23.383333333333336,50.791666666666664,61.375
2024-08-17,41.25416666666667,25.179166666666664,296.0416666666667,14.483333333333334,22.570833333333336,46.791666666666664,61.541666666666664
2024-08-18,49.675000000000004,29.695833333333336,292.8333333333333,15.137500000000001,31.833333333333332,64.25,58.833333333333336
2024-08-19,37.4375,24.837500000000002,255.875,12.004166666666668,20.9375,62.333333333333336,63.291666666666664
2024-08-20,45.2875,30.508333333333336,272.625,14.166666666666666,28.483333333333334,67.25,58.166666666666664
2024-08-21,51.57916666666667,34.9625,343.5,15.195833333333333,26.1375,73.08333333333333,67.625
2024-08-22,37.31666666666667,26.008333333333336,266.5833333333333,12.329166666666666,21.9375,65.5,64.91666666666667
2024-08-23,21.849999999999998,15.358333333333334,244.04166666666666,8.991666666666667,15.033333333333333,65.70833333333333,43.166666666666664
2024-08-24,19.895833333333332,14.1875,227.75,7.654166666666666,14.220833333333333,65.875,34.166666666666664
2024-08-25,10.1,7.245833333333334,187.70833333333334,7.358333333333333,9.637500000000001,36.791666666666664,20.583333333333332
2024-08-26,26.708333333333332,14.916666666666666,219.41666666666666,9.441666666666666,11.704166666666666,44.708333333333336,22.166666666666668
2024-08-27,21.516666666666666,13.195833333333333,200.29166666666666,7.8875,12.65,52.458333333333336,31.541666666666668
2024-08-28,22.995833333333334,13.366666666666667,192.29166666666666,8.112499999999999,14.133333333333333,54.0,27.666666666666668
2024-08-29,42.225,20.529166666666665,217.95833333333334,10.950000000000001,20.583333333333332,55.833333333333336,36.666666666666664
2024-08-30,32.670833333333334,22.191666666666666,244.5,12.545833333333334,23.379166666666666,62.541666666666664,46.125
